timestamp,MAGNIFICENT_MACARONS,TRANSPORT_FEES,EXPORT_TARIFFS,IMPORT_TARIFF,SUGAR_PRICE,SUNLIGHT_INDEX
11000,625.75,1,9.5,-3,198.6761188,60.28
11100,623.25,1,9.5,-3,198.5130641,60.28
11200,624.25,1,9.5,-3,198.3450938,60.28
11300,621.75,1,9.5,-3,198.2626115,60.28
11400,622.25,1,9.5,-3,198.2097924,60.28
11500,623.25,1,9.5,-3,198.5803995,60.29
11600,625.75,1,9.5,-3,198.7081364,60.29
11700,621.75,1,9.5,-3,198.4906929,60.29
11800,619.75,1,9.5,-3,198.3441639,60.3
11900,622.75,1,9.5,-3,198.7517315,60.3
12000,626.25,1,9.5,-3,198.768909,60.3
12100,627.75,1,9.5,-3,199.0155414,60.3
12200,628.25,1,9.5,-3,199.0465288,60.3
12300,630.25,1,9.5,-3,199.2224555,60.31
12400,626.75,1,9.5,-3,199.1238353,60.31
12500,624.25,1,9.5,-3,198.8885646,60.31
12600,621.75,1,9.5,-3,199.0148932,60.32
12700,620.75,1,9.5,-3,198.9672297,60.32
12800,619.25,1,9.5,-3,198.7050893,60.32
12900,618.25,1,9.5,-3,198.6900698,60.32
13000,618.75,1,9.5,-3,198.9549862,60.32
13100,619.75,1,9.5,-3,199.0304978,60.33
13200,617.75,1,9.5,-3,199.0130177,60.33
13300,618.75,1,9.5,-3,198.8641823,60.33
13400,619.25,1,9.5,-3,198.9798906,60.34
13500,621.25,1,9.5,-3,198.9904448,60.34
13600,622.25,1,9.5,-3,199.2387636,60.34
13700,624.25,1,9.5,-3,199.2671001,60.34
13800,624.75,1,9.5,-3,199.2925307,60.34
13900,625.75,1,9.5,-3,199.3780458,60.35
14000,628.75,1,9.5,-3,199.550641,60.35
14100,626.25,1,9.5,-3,199.1637803,60.35
14200,625.25,1,9.5,-3,199.2244499,60.36
14300,626.25,1,9.5,-3,199.1764321,60.36
14400,628.25,1,9.5,-3,199.4832725,60.36
14500,632.75,1,9.5,-3,199.6411126,60.36
14600,632.75,1,9.5,-3,199.4760709,60.36
14700,629.25,1,9.5,-3,199.3878735,60.37
14800,627.25,1,9.5,-3,199.3794464,60.37
14900,629.75,1,9.5,-3,199.6536006,60.37
15000,632.25,1,9.5,-3,199.9380892,60.38
15100,629.75,1,9.5,-3,199.8882607,60.38
15200,630.25,1,9.5,-3,199.8700968,60.38
15300,628.75,1,9.5,-3,199.7104755,60.38
15400,627.75,1,9.5,-3,199.6445379,60.38
15500,630.25,1,9.5,-3,199.8771317,60.39
15600,629.25,1,9.5,-3,199.6419586,60.39
15700,628.75,1,9.5,-3,199.6284527,60.39
15800,623.75,1,9.5,-3,199.4269636,60.4
15900,624.25,1,9.5,-3,199.2998633,60.4
16000,623.25,1,9.5,-3,199.1616351,60.4
16100,620.75,1,9.5,-3,199.0727188,60.4
16200,622.25,1,9.5,-3,199.1045606,60.4
16300,625.75,1,9.5,-3,199.3392114,60.41
16400,621.25,1,9.5,-3,198.9130178,60.41
16500,620.75,1,9.5,-3,198.7198574,60.41
16600,620.75,1,9.5,-3,198.9208701,60.42
16700,618.75,1,9.5,-3,198.870615,60.42
16800,620.75,1,9.5,-3,199.008858,60.42
16900,618.75,1,9.5,-3,198.881546,60.42
17000,619.25,1,9.5,-3,198.8194829,60.42
17100,617.75,1,9.5,-3,198.7889671,60.43
17200,613.25,1,9.5,-3,198.5912907,60.43
17300,614.75,1,9.5,-3,198.6151798,60.43
17400,614.75,1,9.5,-3,198.5245622,60.44
17500,613.25,1,9.5,-3,198.6420533,60.44
17600,611.25,1,9.5,-3,198.5986095,60.44
17700,611.5,1,9.5,-3,198.60796,60.44
17800,615.25,1,9.5,-3,198.6700481,60.44
17900,611.25,1,9.5,-3,198.4129125,60.45
18000,611.25,1,9.5,-3,198.1686083,60.45
18100,611.75,1,9.5,-3,198.296384,60.45
18200,611.75,1,9.5,-3,198.1287647,60.46
18300,613.25,1,9.5,-3,198.4697556,60.46
18400,614.25,1,9.5,-3,198.6098349,60.46
18500,617.75,1,9.5,-3,198.7204109,60.46
18600,616.25,1,9.5,-3,198.5695487,60.46
18700,616.75,1,9.5,-3,198.8102472,60.47
18800,618.75,1,9.5,-3,199.2879493,60.47
18900,611.75,1,9.5,-3,199.241027,60.47
19000,612.75,1,9.5,-3,199.5457241,60.48
19100,614.75,1,9.5,-3,199.5668238,60.48
19200,617.25,1,9.5,-3,199.6615573,60.48
19300,616.75,1,9.5,-3,199.5831742,60.48
19400,615.75,1,9.5,-3,199.6685194,60.48
19500,616.25,1,9.5,-3,199.6413552,60.49
19600,618.25,1,9.5,-3,199.7653751,60.49
19700,619.25,1,9.5,-3,199.7901726,60.49
19800,619.75,1,9.5,-3,199.8944181,60.5
19900,614.75,1,9.5,-3,199.8818685,60.5
20000,616.25,1,9.5,-3,199.9841394,60.5
20100,618.75,1,9.5,-3,200.191513,60.5
20200,619.75,1,9.5,-3,200.3788849,60.5
20300,620.25,1,9.5,-3,200.4433552,60.51
20400,618.75,1,9.5,-3,200.3103115,60.51
20500,616.25,1,9.5,-3,200.2917416,60.51
20600,616.25,1,9.5,-3,200.2833069,60.52
20700,617.25,1,9.5,-3,200.0188682,60.52
20800,617.5,1,9.5,-3,199.7016417,60.52
20900,621.75,1,9.5,-3,199.7863472,60.52
21000,618.75,1,9.5,-3,199.88589,60.52
21100,620.25,1,9.5,-3,200.0455986,60.53
21200,619.75,1,9.5,-3,199.8165744,60.53
21300,619.25,1,9.5,-3,199.9074512,60.53
21400,622.25,1,9.5,-3,199.9757414,60.54
21500,622.75,1,9.5,-3,200.2215511,60.54
21600,619.25,1,9.5,-3,199.9908838,60.54
21700,617.25,1,9.5,-3,199.87904,60.54
21800,622.25,1,9.5,-3,199.9894309,60.54
21900,622.75,1,9.5,-3,199.9774643,60.55
22000,621.75,1,9.5,-3,199.6822011,60.55
22100,619.25,1,9.5,-3,199.5305735,60.55
22200,618.25,1,9.5,-3,199.7216824,60.56
22300,616.75,1,9.5,-3,199.540654,60.56
22400,611.75,1,9.5,-3,199.458437,60.56
22500,614.25,1,9.5,-3,199.4823895,60.56
22600,620.75,1,9.5,-3,199.5913112,60.56
22700,622.25,1,9.5,-3,199.3214301,60.57
22800,624.25,1,9.5,-3,199.3517873,60.57
22900,623.25,1,9.5,-3,199.2596488,60.57
23000,619.75,1,9.5,-3,199.207634,60.58
23100,618.75,1,9.5,-3,199.1621888,60.58
23200,617.75,1,9.5,-3,199.2254973,60.58
23300,623.25,1,9.5,-3,199.3635323,60.58
23400,622.25,1,9.5,-3,199.3144905,60.58
23500,619.25,1,9.5,-3,199.475061,60.59
23600,618.25,1,9.5,-3,199.2930616,60.59
23700,616.75,1,9.5,-3,199.3398837,60.59
23800,614.75,1,9.5,-3,199.1429898,60.6
23900,613.25,1,9.5,-3,199.2777497,60.6
24000,611.25,1,9.5,-3,199.1135629,60.6
24100,609.25,1,9.5,-3,198.7684712,60.6
24200,610.75,1,9.5,-3,198.9064744,60.6
24300,612.75,1,9.5,-3,199.2679368,60.61
24400,611.75,1,9.5,-3,199.2516379,60.61
24500,607.25,1,9.5,-3,198.9806658,60.61
24600,604.75,1,9.5,-3,198.7359176,60.62
24700,602.25,1,9.5,-3,198.7398017,60.62
24800,599.25,1,9.5,-3,198.6073374,60.62
24900,599.75,1,9.5,-3,198.722888,60.62
25000,598.75,1,9.5,-3,198.7805267,60.62
25100,602.75,1,9.5,-3,199.0591938,60.63
25200,603.25,1,9.5,-3,198.8995691,60.63
25300,605.75,1,9.5,-3,199.0720452,60.63
25400,602.75,1,9.5,-3,198.9643477,60.64
25500,605.75,1,9.5,-3,199.2251244,60.64
25600,607.25,1,9.5,-3,199.2918793,60.64
25700,608.25,1,9.5,-3,199.3504796,60.64
25800,605.25,1,9.5,-3,199.0183469,60.64
25900,605.5,1,9.5,-3,198.9776707,60.65
26000,605.5,1,9.5,-3,198.8472011,60.65
26100,605.75,1,9.5,-3,198.7835269,60.65
26200,604.75,1,9.5,-3,198.9840426,60.66
26300,608.25,1,9.5,-3,199.4120435,60.66
26400,605.25,1,9.5,-3,199.3832668,60.66
26500,607.25,1,9.5,-3,199.8087604,60.66
26600,605.75,1,9.5,-3,199.720645,60.66
26700,604.75,1,9.5,-3,200.0109016,60.67
26800,603.25,1,9.5,-3,200.1115156,60.67
26900,600.75,1,9.5,-3,199.9829627,60.67
27000,597.25,1,9.5,-3,199.8194425,60.68
27100,599.25,1,9.5,-3,199.8873998,60.68
27200,600.25,1,9.5,-3,199.9163148,60.68
27300,599.75,1,9.5,-3,199.9807702,60.68
27400,601.25,1,9.5,-3,199.8860492,60.68
27500,601.25,1,9.5,-3,199.909715,60.69
27600,600.75,1,9.5,-3,200.0379611,60.69
27700,600.75,1,9.5,-3,199.6785392,60.69
27800,598.75,1,9.5,-3,199.4128512,60.7
27900,599.75,1,9.5,-3,199.5697991,60.7
28000,601.25,1,9.5,-3,199.5249105,60.7
28100,605.25,1,9.5,-3,199.7246303,60.7
28200,602.25,1,9.5,-3,199.4931195,60.7
28300,604.75,1,9.5,-3,199.6442083,60.71
28400,606.25,1,9.5,-3,199.7031921,60.71
28500,609.25,1,9.5,-3,199.81915,60.71
28600,612.75,1,9.5,-3,199.9836423,60.72
28700,609.75,1,9.5,-3,199.9315193,60.72
28800,610.75,1,9.5,-3,199.8014665,60.72
28900,610.25,1,9.5,-3,199.830997,60.72
29000,614.25,1,9.5,-3,200.0692058,60.72
29100,611.25,1,9.5,-3,199.8964554,60.73
29200,611.75,1,9.5,-3,199.6435141,60.73
29300,608.75,1,9.5,-3,199.4805376,60.73
29400,605.25,1,9.5,-3,199.1487349,60.74
29500,602.25,1,9.5,-3,198.9252173,60.74
29600,606.25,1,9.5,-3,199.1454352,60.74
29700,606.25,1,9.5,-3,199.3984151,60.74
29800,603.25,1,9.5,-3,199.2927064,60.74
29900,601.75,1,9.5,-3,199.1470846,60.75
30000,601.75,1,9.5,-3,199.0173844,60.75
30100,603.25,1,9.5,-3,199.0709929,60.75
30200,603.75,1,9.5,-3,199.4548452,60.76
30300,602.75,1,9.5,-3,199.2946651,60.76
30400,603.25,1,9.5,-3,198.9485887,60.76
30500,602.25,1,9.5,-3,198.9309115,60.76
30600,598.75,1,9.5,-3,198.7627379,60.76
30700,596.25,1,9.5,-3,198.5531645,60.77
30800,594.75,1,9.5,-3,198.2971532,60.77
30900,590.25,1,9.5,-3,198.0105225,60.77
31000,587.25,1,9.5,-3,197.9631617,60.78
31100,583.75,1,9.5,-3,197.9070857,60.78
31200,584,1,9.5,-3,197.8759211,60.78
31300,584,1,9.5,-3,197.6734081,60.78
31400,587.25,1,9.5,-3,197.7490464,60.78
31500,586.25,1,9.5,-3,197.7667246,60.79
31600,590.75,1,9.5,-3,198.2263638,60.79
31700,590.75,1,9.5,-3,198.2380834,60.79
31800,592.25,1,9.5,-3,198.4962387,60.8
31900,595.25,1,9.5,-3,198.6656885,60.8
32000,597.75,1,9.5,-3,198.7675671,60.8
32100,594.75,1,9.5,-3,198.6308068,60.8
32200,593.25,1,9.5,-3,198.4547774,60.8
32300,591.75,1,9.5,-3,198.2199487,60.81
32400,591.75,1,9.5,-3,198.2551255,60.81
32500,595.75,1,9.5,-3,198.3560755,60.81
32600,594.25,1,9.5,-3,198.3559512,60.82
32700,592.25,1,9.5,-3,198.3041064,60.82
32800,593.25,1,9.5,-3,198.3579818,60.82
32900,593.75,1,9.5,-3,198.0485365,60.82
33000,591.25,1,9.5,-3,198.0240195,60.82
33100,589.75,1,9.5,-3,197.5935047,60.83
33200,591.75,1,9.5,-3,197.9100951,60.83
33300,593.25,1,9.5,-3,197.9099487,60.83
33400,595.25,1,9.5,-3,197.8953718,60.84
33500,593.25,1,9.5,-3,197.8833309,60.84
33600,592.75,1,9.5,-3,197.6369992,60.84
33700,591.25,1,9.5,-3,197.6544585,60.84
33800,590.25,1,9.5,-3,197.7488757,60.84
33900,587.75,1,9.5,-3,197.7328589,60.85
34000,582.75,1,9.5,-3,197.5689992,60.85
34100,582.75,1,9.5,-3,197.7762158,60.85
34200,583.75,1,9.5,-3,198.1066687,60.86
34300,585.25,1,9.5,-3,198.177376,60.86
34400,582.75,1,9.5,-3,198.1043253,60.86
34500,584.75,1,9.5,-3,198.1663063,60.86
34600,581.75,1,9.5,-3,198.1349346,60.86
34700,578.75,1,9.5,-3,197.9550658,60.87
34800,579.25,1,9.5,-3,197.8625949,60.87
34900,581.75,1,9.5,-3,197.8689643,60.87
35000,578.75,1,9.5,-3,197.9607836,60.88
35100,580.25,1,9.5,-3,198.1568716,60.88
35200,581.25,1,9.5,-3,198.459827,60.88
35300,581.5,1,9.5,-3,198.6495958,60.88
35400,585.25,1,9.5,-3,199.098495,60.88
35500,584.75,1,9.5,-3,198.738091,60.89
35600,582.25,1,9.5,-3,198.6610756,60.89
35700,582.75,1,9.5,-3,198.6042633,60.89
35800,582.25,1,9.5,-3,198.5196527,60.9
35900,582.25,1,9.5,-3,198.6016057,60.9
36000,580.75,1,9.5,-3,198.4692578,60.9
36100,578.25,1,9.5,-3,198.4012898,60.9
36200,575.25,1,9.5,-3,198.1074361,60.9
36300,573.25,1,9.5,-3,197.8891426,60.91
36400,574.75,1,9.5,-3,197.757991,60.91
36500,575.25,1,9.5,-3,198.0612875,60.91
36600,577.25,1,9.5,-3,198.1104942,60.92
36700,579.75,1,9.5,-3,198.3031367,60.92
36800,579.75,1,9.5,-3,198.2318534,60.92
36900,581.25,1,9.5,-3,198.1932166,60.92
37000,583.75,1,9.5,-3,198.2143949,60.92
37100,582.75,1,9.5,-3,198.0647966,60.93
37200,581.75,1,9.5,-3,198.1367528,60.93
37300,579.25,1,9.5,-3,198.1044742,60.93
37400,582.25,1,9.5,-3,198.2947586,60.94
37500,583.25,1,9.5,-3,198.4288985,60.94
37600,588.25,1,9.5,-3,198.5719193,60.94
37700,587.75,1,9.5,-3,198.6327882,60.94
37800,585.25,1,9.5,-3,198.5193252,60.94
37900,584.75,1,9.5,-3,198.4922973,60.95
38000,585.75,1,9.5,-3,198.6430572,60.95
38100,585.25,1,9.5,-3,198.4962198,60.95
38200,584.25,1,9.5,-3,198.5568407,60.96
38300,585.25,1,9.5,-3,198.6142917,60.96
38400,587.25,1,9.5,-3,198.9074893,60.96
38500,590.25,1,9.5,-3,199.3277181,60.96
38600,594.25,1,9.5,-3,199.6161021,60.96
38700,594.25,1,9.5,-3,199.4024999,60.97
38800,595.75,1,9.5,-3,199.4441384,60.97
38900,595.25,1,9.5,-3,199.638465,60.97
39000,592.25,1,9.5,-3,199.5024422,60.98
39100,589.75,1,9.5,-3,199.3572823,60.98
39200,592.25,1,9.5,-3,199.5598391,60.98
39300,590.75,1,9.5,-3,199.4525571,60.98
39400,591.75,1,9.5,-3,199.6796922,60.98
39500,593.75,1,9.5,-3,199.6896843,60.99
39600,591.25,1,9.5,-3,199.8574434,60.99
39700,585.25,1,9.5,-3,199.6595634,60.99
39800,585.25,1,9.5,-3,199.7176575,61
39900,581.25,1,9.5,-3,199.6905778,61
40000,582.75,1,9.5,-3,199.6658642,61
40100,581.25,1,9.5,-3,199.4582184,61
40200,584.25,1,9.5,-3,199.5338677,61
40300,580.25,1,9.5,-3,199.0690399,61.01
40400,580.25,1,9.5,-3,198.9454821,61.01
40500,577.75,1,9.5,-3,198.9031234,61.01
40600,573.25,1,9.5,-3,198.5333469,61.02
40700,576.75,1,9.5,-3,198.7460517,61.02
40800,580.75,1,9.5,-3,198.9058465,61.02
40900,579.25,1,9.5,-3,198.7966443,61.02
41000,580.25,1,9.5,-3,199.0916965,61.02
41100,582.25,1,9.5,-3,199.1090874,61.03
41200,579.75,1,9.5,-3,199.0316041,61.03
41300,582.25,1,9.5,-3,199.203531,61.03
41400,583.75,1,9.5,-3,199.1261728,61.04
41500,578.75,1,9.5,-3,198.8890078,61.04
41600,577.25,1,9.5,-3,198.8547076,61.04
41700,578.25,1,9.5,-3,198.9203933,61.04
41800,578.75,1,9.5,-3,199.2306731,61.04
41900,578.25,1,9.5,-3,198.8734468,61.05
42000,576.75,1,9.5,-3,198.6572786,61.05
42100,578.25,1,9.5,-3,198.6651016,61.05
42200,578.75,1,9.5,-3,198.7908793,61.06
42300,580.25,1,9.5,-3,198.7954733,61.06
42400,578.25,1,9.5,-3,198.4203013,61.06
42500,577.25,1,9.5,-3,198.4698439,61.06
42600,580.75,1,9.5,-3,198.8161051,61.06
42700,580.75,1,9.5,-3,198.8348267,61.07
42800,581.75,1,9.5,-3,199.0599457,61.07
42900,579.25,1,9.5,-3,198.981217,61.07
43000,576.25,1,9.5,-3,198.8258076,61.08
43100,574.25,1,9.5,-3,198.8890183,61.08
43200,574.25,1,9.5,-3,198.9453203,61.08
43300,574.75,1,9.5,-3,199.240342,61.08
43400,576.25,1,9.5,-3,199.2570659,61.08
43500,579.75,1,9.5,-3,199.3759462,61.09
43600,575.25,1,9.5,-3,199.317457,61.09
43700,575.75,1,9.5,-3,199.5676232,61.09
43800,576.75,1,9.5,-3,199.6785513,61.1
43900,572.75,1,9.5,-3,199.6179631,61.1
44000,573.75,1,9.5,-3,199.8459464,61.1
44100,571.75,1,9.5,-3,199.5997783,61.1
44200,573.75,1,9.5,-3,199.8504832,61.1
44300,571.25,1,9.5,-3,199.6197814,61.11
44400,577.75,1,9.5,-3,199.7085266,61.11
44500,574.25,1,9.5,-3,199.4532629,61.11
44600,575.75,1,9.5,-3,199.4217807,61.12
44700,570.75,1,9.5,-3,199.0452495,61.12
44800,572.25,1,9.5,-3,199.2415615,61.12
44900,568.25,1,9.5,-3,199.23901,61.12
45000,571.25,1,9.5,-3,199.5306981,61.12
45100,574.25,1,9.5,-3,199.8863885,61.13
45200,574,1,9.5,-3,199.8370651,61.13
45300,576.75,1,9.5,-3,200.2654701,61.13
45400,578.25,1,9.5,-3,200.525526,61.14
45500,579.75,1,9.5,-3,200.6238791,61.14
45600,579.25,1,9.5,-3,200.5645084,61.14
45700,581.25,1,9.5,-3,200.6136266,61.14
45800,579.75,1,9.5,-3,200.2895935,61.14
45900,578.25,1,9.5,-3,200.3220931,61.15
46000,576.25,1,9.5,-3,200.2534161,61.15
46100,578.25,1,9.5,-3,200.3426581,61.15
46200,580.25,1,9.5,-3,200.5954049,61.16
46300,580.75,1,9.5,-3,200.4401853,61.16
46400,579.25,1,9.5,-3,200.0113767,61.16
46500,583.25,1,9.5,-3,200.1638779,61.16
46600,582.75,1,9.5,-3,200.1300293,61.16
46700,588.25,1,9.5,-3,200.216963,61.17
46800,589.75,1,9.5,-3,200.4947771,61.17
46900,588.75,1,9.5,-3,200.1543824,61.17
47000,590.75,1,9.5,-3,200.2467792,61.18
47100,589.25,1,9.5,-3,200.1593785,61.18
47200,588.25,1,9.5,-3,200.3493596,61.18
47300,582.25,1,9.5,-3,200.2527126,61.18
47400,583.75,1,9.5,-3,200.4179931,61.18
47500,583.75,1,9.5,-3,200.09012,61.19
47600,584.25,1,9.5,-3,199.958218,61.19
47700,581.25,1,9.5,-3,200.0113057,61.19
47800,583.75,1,9.5,-3,200.1713632,61.2
47900,581.25,1,9.5,-3,200.0072592,61.2
48000,579.25,1,9.5,-3,199.8156448,61.2
48100,579.25,1,9.5,-3,199.8200486,61.2
48200,581.75,1,9.5,-3,200.1539815,61.2
48300,579.25,1,9.5,-3,199.9603538,61.21
48400,577.25,1,9.5,-3,199.7785451,61.21
48500,576.25,1,9.5,-3,199.8116541,61.21
48600,575.25,1,9.5,-3,199.6132461,61.22
48700,578.75,1,9.5,-3,199.613374,61.22
48800,579.25,1,9.5,-3,200.0120958,61.22
48900,582.25,1,9.5,-3,200.1370134,61.22
49000,586.75,1,9.5,-3,200.4094338,61.22
49100,588.25,1,9.5,-3,200.6555397,61.23
49200,589.75,1,9.5,-3,200.5416553,61.23
49300,589.75,1,9.5,-3,200.1135866,61.23
49400,589.25,1,9.5,-3,200.0561723,61.24
49500,590.25,1,9.5,-3,199.9247403,61.24
49600,587.75,1,9.5,-3,199.4741184,61.24
49700,586.75,1,9.5,-3,199.2728196,61.24
49800,586.25,1,9.5,-3,199.0894683,61.24
49900,587.25,1,9.5,-3,198.9567739,61.25
50000,587.25,1,9.5,-3,198.6045265,61.25
50100,585.75,1,9.5,-3,198.3711837,61.25
50200,585.75,1,9.5,-3,197.976338,61.26
50300,586.75,1,9.5,-3,197.8744174,61.26
50400,590.75,1,9.5,-3,197.8805002,61.26
50500,589.75,1,9.5,-3,197.7512502,61.26
50600,590.75,1,9.5,-3,197.8739339,61.26
50700,585.75,1,9.5,-3,197.637298,61.27
50800,585.25,1,9.5,-3,197.6971169,61.27
50900,585.25,1,9.5,-3,197.944326,61.27
51000,582.25,1,9.5,-3,197.657572,61.28
51100,581.75,1,9.5,-3,197.5483421,61.28
51200,581.75,1,9.5,-3,197.5927611,61.28
51300,582.75,1,9.5,-3,197.6078154,61.28
51400,586.75,1,9.5,-3,197.7526214,61.28
51500,585.25,1,9.5,-3,197.4924439,61.29
51600,584.25,1,9.5,-3,197.4615255,61.29
51700,585.25,1,9.5,-3,197.6054819,61.29
51800,587.25,1,9.5,-3,197.7157512,61.3
51900,586.25,1,9.5,-3,197.64084,61.3
52000,585.75,1,9.5,-3,197.4302353,61.3
52100,587.25,1,9.5,-3,197.4905949,61.3
52200,587.5,1,9.5,-3,197.2018998,61.3
52300,583.75,1,9.5,-3,197.0570094,61.31
52400,582.75,1,9.5,-3,197.0172825,61.31
52500,588.25,1,9.5,-3,197.034998,61.31
52600,587.25,1,9.5,-3,197.155605,61.32
52700,588.75,1,9.5,-3,197.2761719,61.32
52800,586.75,1,9.5,-3,197.4790719,61.32
52900,584.25,1,9.5,-3,197.1741793,61.32
53000,586.75,1,9.5,-3,197.3501056,61.32
53100,589.25,1,9.5,-3,197.3936585,61.33
53200,587.75,1,9.5,-3,197.3416594,61.33
53300,587.25,1,9.5,-3,197.2214848,61.33
53400,588.25,1,9.5,-3,197.5300244,61.34
53500,587.25,1,9.5,-3,197.4130186,61.34
