timestamp,MAGNIFICENT_MACARONS,TRANSPORT_FEES,EXPORT_TARIFFS,IMPORT_TARIFF,SUGAR_PRICE,SUNLIGHT_INDEX
9300,656.25,1.5,10.5,-4,209.8737441,65.12
9400,656.25,1.5,10.5,-4,209.885224,65.12
9500,656.75,1.5,10.5,-4,209.9401233,65.12
9600,652.25,1.5,10.5,-4,209.6761298,65.12
9700,650.25,1.5,10.5,-4,209.5838583,65.12
9800,649.75,1.5,10.5,-4,209.7287541,65.12
9900,647.75,1.5,10.5,-4,209.7339908,65.12
10000,648.75,1.5,10.5,-4,209.5238071,65.12
10100,646.25,1.5,10.5,-4,209.441092,65.13
10200,646,1.5,10.5,-4,209.2525909,65.13
10300,647.75,1.5,10.5,-4,209.6182883,65.13
10400,648.75,1.5,10.5,-4,209.6859485,65.13
10500,646.25,1.5,10.5,-4,209.6217537,65.13
10600,648.75,1.5,10.5,-4,209.8009601,65.13
10700,646.75,1.5,10.5,-4,209.3842097,65.13
10800,646.25,1.5,10.5,-4,209.2515753,65.14
10900,642.75,1.5,10.5,-4,209.241617,65.14
11000,641.25,1.5,10.5,-4,209.0563348,65.14
11100,641.25,1.5,10.5,-4,209.0404001,65.14
11200,637.75,1.5,10.5,-4,208.9928379,65.14
11300,635.25,1.5,10.5,-4,208.9207849,65.14
11400,633.75,1.5,10.5,-4,208.8375301,65.14
11500,634.25,1.5,10.5,-4,208.8444917,65.14
11600,631.75,1.5,10.5,-4,208.7241432,65.14
11700,635.75,1.5,10.5,-4,208.8226713,65.15
11800,634.75,1.5,10.5,-4,208.7530779,65.15
11900,632.75,1.5,10.5,-4,208.6883724,65.15
12000,630.75,1.5,10.5,-4,208.3062478,65.15
12100,629.25,1.5,10.5,-4,208.1870141,65.15
12200,629.25,1.5,10.5,-4,208.3823371,65.15
12300,626.75,1.5,10.5,-4,207.9747882,65.15
12400,622.25,1.5,10.5,-4,207.9026339,65.16
12500,619.25,1.5,10.5,-4,207.682957,65.16
12600,623.75,1.5,10.5,-3.5,207.731435,65.16
12700,624.25,1.5,10.5,-3.5,207.8700521,65.16
12800,623.25,1.5,10.5,-3.5,207.6138506,65.16
12900,624.75,1.5,10.5,-3.5,207.9113126,65.16
13000,626.25,1.5,10.5,-3.5,207.8528937,65.16
13100,630.75,1.5,10.5,-3.5,207.8735753,65.16
13200,636.25,1.5,10.5,-3.5,208.0720886,65.17
13300,639.25,1.5,10.5,-3.5,208.0706523,65.17
13400,638.25,1.5,10.5,-3.5,207.8711163,65.17
13500,638.25,1.5,10.5,-3.5,207.8952727,65.17
13600,636.75,1.5,10.5,-3.5,208.1234739,65.17
13700,635.25,1.5,10.5,-3.5,208.0332226,65.17
13800,634.25,1.5,10.5,-3.5,208.150146,65.17
13900,633.25,1.5,10.5,-3.5,207.8606141,65.17
14000,632.75,1.5,10.5,-3.5,207.4751803,65.18
14100,634.75,1.5,10.5,-3.5,207.6069673,65.18
14200,637.25,1.5,10.5,-3.5,207.6885968,65.18
14300,638.75,1.5,10.5,-3.5,207.8874397,65.18
14400,636.75,1.5,10.5,-3.5,207.7949515,65.18
14500,638.75,1.5,10.5,-3.5,207.5397966,65.18
14600,639.25,1.5,10.5,-3.5,207.8901358,65.18
14700,638.25,1.5,10.5,-3.5,207.894789,65.18
14800,638.25,1.5,10.5,-3.5,207.8108586,65.18
14900,636.75,1.5,10.5,-3.5,207.7513485,65.19
15000,639.75,1.5,10.5,-3.5,207.7793646,65.19
15100,639.25,1.5,10.5,-3.5,207.6796665,65.19
15200,640.75,1.5,10.5,-3.5,207.7400656,65.19
15300,643.25,1.6,10.5,-3.5,207.911308,65.19
15400,640.75,1.6,10.5,-3.5,207.8906106,65.19
15500,643.25,1.6,10.5,-3.5,208.1258956,65.19
15600,642.25,1.6,10.5,-3.5,207.9984136,65.19
15700,644.25,1.6,10.5,-3.5,208.070169,65.2
15800,647.75,1.6,10.5,-3.5,208.3160119,65.2
15900,644.25,1.6,10.5,-3.5,208.148132,65.2
16000,646.75,1.6,10.5,-3.5,208.1570024,65.2
16100,646.75,1.6,10.5,-3.5,208.2983547,65.2
16200,650.75,1.6,10.5,-3.5,208.6774844,65.2
16300,651.75,1.6,10.5,-3.5,208.9923275,65.2
16400,654.75,1.6,10.5,-3.5,209.134066,65.2
16500,658.75,1.6,10.5,-3.5,209.1527835,65.21
16600,653.75,1.6,10.5,-3.5,208.9006531,65.21
16700,650.25,1.6,10.5,-3.5,208.5953182,65.21
16800,651.25,1.6,10.5,-3.5,208.5985289,65.21
16900,651.25,1.6,10.5,-3.5,208.5462933,65.21
17000,655.75,1.6,10.5,-3.5,208.6077717,65.21
17100,654.25,1.6,10.5,-3.5,208.3468081,65.21
17200,651.75,1.6,10.5,-3.5,208.2270679,65.22
17300,653.25,1.6,10.5,-3.5,208.2587197,65.22
17400,655.25,1.6,10.5,-3.5,208.2652204,65.22
17500,652.75,1.6,10.5,-3.5,208.2440057,65.22
17600,657.25,1.6,10.5,-3.5,208.1811085,65.22
17700,658.75,1.6,10.5,-3.5,208.2023699,65.22
17800,659.25,1.6,10.5,-3.5,208.0873728,65.22
17900,660.25,1.6,10.5,-3.5,208.1236319,65.22
18000,657.25,1.6,10.5,-3.5,207.8586364,65.22
18100,653.75,1.6,10.5,-3.5,207.5693529,65.23
18200,651.25,1.6,10.5,-3.5,207.5185651,65.23
18300,652.25,1.6,10.5,-3.5,207.7943881,65.23
18400,652.25,1.6,10.5,-3.5,207.7284266,65.23
18500,658.75,1.6,10.5,-3.5,207.7557902,65.23
18600,656.25,1.6,10.5,-3.5,207.691021,65.23
18700,656.25,1.6,10.5,-3.5,207.249402,65.23
18800,656.25,1.6,10.5,-3.5,207.2075595,65.24
18900,653.25,1.6,10.5,-3.5,207.1594313,65.24
19000,656.75,1.6,10.5,-3.5,207.1351927,65.24
19100,655.25,1.6,10.5,-3.5,207.3157834,65.24
19200,653.75,1.6,10.5,-3.5,207.3662589,65.24
19300,654.75,1.6,10.5,-3.5,207.4957921,65.24
19400,654.25,1.6,10.5,-3.5,207.23987,65.24
19500,655.25,1.6,10.5,-3.5,207.4377857,65.24
19600,651.75,1.6,10.5,-3.5,207.3136341,65.24
19700,650.75,1.6,10.5,-3.5,207.1950813,65.25
19800,648.25,1.6,10.5,-3.5,207.0231901,65.25
19900,644.75,1.6,10.5,-3.5,206.9890063,65.25
20000,644.75,1.6,10.5,-3.5,206.9310989,65.25
20100,649.75,1.6,10.5,-3.5,207.0250105,65.25
20200,653.25,1.6,10.5,-3.5,207.2110299,65.25
20300,652.25,1.6,10.5,-3.5,207.2157509,65.25
20400,649.75,1.6,10.5,-3.5,207.1213581,65.26
20500,650,1.6,10.5,-3.5,206.9760692,65.26
20600,652.75,1.6,10.5,-3.5,207.0913144,65.26
20700,651.25,1.6,10.5,-3.5,206.6838337,65.26
20800,653.25,1.6,10.5,-3.5,206.2213669,65.26
20900,653.25,1.6,10.5,-3.5,206.0780205,65.26
21000,655.75,1.6,10.5,-3.5,206.0980999,65.26
21100,657.75,1.6,10.5,-3.5,206.3333417,65.26
21200,657.5,1.6,10.5,-3.5,206.2440149,65.26
21300,657.75,1.6,10.5,-3.5,206.205337,65.27
21400,657.5,1.6,10.5,-3.5,206.2614874,65.27
21500,657.75,1.6,10.5,-3.5,206.4962686,65.27
21600,656.25,1.6,10.5,-3.5,206.0407963,65.27
21700,654.25,1.6,10.5,-3.5,205.9515729,65.27
21800,655.75,1.6,10.5,-3.5,206.2584433,65.27
21900,652.75,1.6,10.5,-3.5,206.0840701,65.27
22000,651.75,1.6,10.5,-3.5,206.0661647,65.28
22100,649.75,1.6,10.5,-3.5,205.9060566,65.28
22200,647.75,1.6,10.5,-3.5,205.8311299,65.28
22300,643.75,1.6,10.5,-3.5,205.5244165,65.28
22400,646.25,1.6,10.5,-3.5,205.5797637,65.28
22500,647.75,1.6,10.5,-3.5,205.6159225,65.28
22600,649.25,1.6,10.5,-3.5,205.820972,65.28
22700,644.75,1.6,10.5,-3.5,205.4250005,65.28
22800,644.5,1.6,10.5,-3.5,205.4196189,65.28
22900,642.75,1.6,10.5,-3.5,205.4586563,65.29
23000,642.5,1.6,10.5,-3.5,205.2703268,65.29
23100,640.75,1.6,10.5,-3.5,205.1066894,65.29
23200,644.75,1.6,10.5,-3.5,205.122571,65.29
23300,646.75,1.6,10.5,-3.5,205.3620625,65.29
23400,646.75,1.6,10.5,-3.5,205.5159697,65.29
23500,644.75,1.6,10.5,-3.5,205.3200803,65.29
23600,642.25,1.6,10.5,-3.5,205.2161048,65.3
23700,644.25,1.6,10.5,-3.5,205.2912546,65.3
23800,648.75,1.6,10.5,-3.5,205.3427092,65.3
23900,646.75,1.6,10.5,-3.5,205.3589109,65.3
24000,647.25,1.6,10.5,-3.5,205.0187633,65.3
24100,647,1.6,10.5,-3.5,205.0368613,65.3
24200,643.25,1.6,10.5,-3.5,204.786775,65.3
24300,641.25,1.6,10.5,-3.5,204.5930105,65.3
24400,638.75,1.6,10.5,-3.5,204.4787749,65.31
24500,639.25,1.6,10.5,-3.5,204.5960084,65.31
24600,640.75,1.6,10.5,-3.5,204.5858954,65.31
24700,644.25,1.6,10.5,-3.5,204.7291613,65.31
24800,646.25,1.6,10.5,-3.5,204.9114815,65.31
24900,647.25,1.6,10.5,-3.5,204.7675134,65.31
25000,646.25,1.6,10.5,-3.5,204.5597491,65.31
25100,648.25,1.6,10.5,-3.5,204.715516,65.31
25200,651.75,1.6,10.5,-3.5,204.9397767,65.32
25300,653.25,1.6,10.5,-3.5,205.605041,65.32
25400,660.75,1.6,10.5,-3.5,205.8232529,65.32
25500,660.5,1.6,10.5,-3.5,205.9800169,65.32
25600,656.25,1.6,10.5,-3.5,205.8110104,65.32
25700,656.75,1.6,10.5,-3.5,205.8193743,65.32
25800,650.75,1.6,10.5,-3.5,205.714011,65.32
25900,646.25,1.6,10.5,-3.5,205.630557,65.32
26000,645.25,1.6,10.5,-3.5,205.7685182,65.32
26100,645.25,1.6,10.5,-3.5,205.766933,65.33
26200,646.75,1.6,10.5,-3.5,205.9866343,65.33
26300,645.25,1.6,10.5,-3.5,205.8341981,65.33
26400,646.25,1.6,10.5,-3.5,205.9098455,65.33
26500,651.25,1.6,10.5,-3.5,206.1251757,65.33
26600,655.25,1.6,10.5,-3.5,206.4963149,65.33
26700,654.25,1.6,10.5,-3.5,206.3760721,65.33
26800,656.75,1.6,10.5,-3.5,206.4936702,65.33
26900,659.75,1.6,10.5,-3.5,206.6798114,65.34
27000,661.25,1.6,10.5,-3.5,206.6741563,65.34
27100,660.75,1.6,10.5,-3.5,206.7118786,65.34
27200,659.25,1.6,10.5,-3.5,206.5604438,65.34
27300,660.75,1.6,10.5,-3.5,206.4906224,65.34
27400,660.75,1.6,10.5,-3.5,206.5962593,65.34
27500,663.25,1.6,10.5,-3.5,206.6129927,65.34
27600,663.25,1.6,10.5,-3.5,206.960973,65.34
27700,665.25,1.6,10.5,-3.5,207.211435,65.35
27800,664.75,1.6,10.5,-3.5,207.1053046,65.35
27900,665.75,1.6,10.5,-3.5,207.0040175,65.35
28000,668.75,1.6,10.5,-3.5,207.0091053,65.35
28100,662.75,1.6,10.5,-3.5,206.6654811,65.35
28200,667.25,1.6,10.5,-3.5,206.7592391,65.35
28300,665.25,1.6,10.5,-3.5,206.5459408,65.35
28400,670.25,1.6,10.5,-3.5,206.6710471,65.36
28500,672.25,1.6,10.5,-3.5,206.6896812,65.36
28600,676.25,1.6,10.5,-3.5,206.818121,65.36
28700,674.25,1.6,10.5,-3.5,206.7167664,65.36
28800,679.25,1.6,10.5,-3.5,206.8139707,65.36
28900,678.75,1.6,10.5,-3.5,206.6932,65.36
29000,674.25,1.6,10.5,-3.5,206.4884443,65.36
29100,674.25,1.6,10.5,-3.5,206.344195,65.36
29200,673.25,1.6,10.5,-3.5,206.2793031,65.36
29300,674.75,1.6,10.5,-3.5,205.958392,65.37
29400,673.75,1.6,10.5,-3.5,206.1089418,65.37
29500,676.75,1.6,10.5,-3.5,206.3992715,65.37
29600,674.75,1.6,10.5,-3.5,206.2652753,65.37
29700,672.75,1.6,10.5,-3.5,206.1511147,65.37
29800,675.75,1.6,10.5,-3.5,206.6265554,65.37
29900,676.25,1.6,10.5,-3.5,206.7554461,65.37
30000,669.75,1.6,10.5,-3.5,206.4965646,65.38
30100,669.75,1.6,10.5,-3.5,206.6589594,65.38
30200,668.75,1.6,10.5,-3.5,206.6310046,65.38
30300,669.25,1.6,10.5,-3.5,206.5292897,65.38
30400,669.25,1.6,10.5,-3.5,206.3461629,65.38
30500,666.75,1.6,10.5,-3.5,206.1281314,65.38
30600,664.25,1.6,10.5,-3.5,206.0846365,65.38
30700,668.25,1.6,10.5,-3.5,206.2724737,65.38
30800,670.25,1.6,10.5,-3.5,206.5371589,65.39
30900,670.75,1.6,10.5,-3.5,206.3280555,65.39
31000,673.25,1.6,10.5,-3.5,206.2594867,65.39
31100,674.75,1.6,10.5,-3.5,206.3832354,65.39
31200,676.25,1.6,10.5,-3.5,206.5130118,65.39
31300,676.25,1.6,10.5,-3.5,206.9852894,65.39
31400,670.25,1.6,10.5,-3.5,206.6891078,65.39
31500,668.75,1.6,10.5,-3.5,206.5998172,65.39
31600,670.25,1.6,10.5,-3.5,206.7733566,65.4
31700,669.25,1.6,10.5,-3.5,206.7950678,65.4
31800,669.25,1.6,10.5,-3.5,206.8287769,65.4
31900,664.75,1.6,10.5,-3.5,206.6679894,65.4
32000,660.25,1.6,10.5,-3.5,206.4292152,65.4
32100,659.75,1.6,10.5,-3.5,206.2619361,65.4
32200,663.25,1.6,10.5,-3.5,206.7213293,65.4
32300,662.25,1.6,10.5,-3.5,206.6169833,65.4
32400,659.25,1.6,10.5,-3.5,206.4440692,65.4
32500,658.75,1.6,10.5,-3.5,206.4424203,65.41
32600,660.25,1.6,10.5,-3.5,206.3759801,65.41
32700,655.75,1.6,10.5,-3.5,205.8925069,65.41
32800,655.25,1.6,10.5,-3.5,205.9238802,65.41
32900,652.25,1.6,10.5,-3.5,205.9293061,65.41
33000,650.25,1.6,10.5,-3.5,205.7088925,65.41
33100,651.25,1.6,10.5,-3.5,205.830033,65.41
33200,652.75,1.6,10.5,-3.5,205.9957119,65.42
33300,651.25,1.6,10.5,-3.5,205.8626598,65.42
33400,648.25,1.6,10.5,-3.5,205.7931986,65.42
33500,650.75,1.6,10.5,-3.5,205.8712826,65.42
33600,649.25,1.6,10.5,-3.5,205.7934743,65.42
33700,646.75,1.6,10.5,-3.5,205.2642877,65.42
33800,647.25,1.6,10.5,-3.5,205.6691749,65.42
33900,647.25,1.6,10.5,-3.5,205.6022422,65.42
34000,647.5,1.6,10.5,-3.5,205.5825859,65.42
34100,649.75,1.6,10.5,-3.5,205.9443681,65.43
34200,647.25,1.6,10.5,-3.5,205.842243,65.43
34300,648.75,1.6,10.5,-3.5,206.2458344,65.43
34400,646.75,1.6,10.5,-3.5,206.0048833,65.43
34500,644.75,1.6,10.5,-3.5,205.6280626,65.43
34600,645.25,1.6,10.5,-3.5,205.6321411,65.43
34700,646.25,1.6,10.5,-3.5,205.7578637,65.43
34800,642.75,1.6,10.5,-3.5,205.6876483,65.44
34900,643,1.6,10.5,-3.5,205.7512126,65.44
35000,644.25,1.6,10.5,-3.5,205.7387527,65.44
35100,642.25,1.6,10.5,-3.5,205.5546252,65.44
35200,642.25,1.6,10.5,-3.5,205.837826,65.44
35300,640.25,1.6,10.5,-3.5,205.6804226,65.44
35400,643.75,1.6,10.5,-3.5,205.807819,65.44
35500,648.75,1.6,10.5,-3.5,205.9524311,65.44
35600,651.75,1.6,10.5,-3.5,206.0407725,65.44
35700,652.75,1.6,10.5,-3.5,205.7528191,65.45
35800,654.25,1.6,10.5,-3.5,205.9987719,65.45
35900,654,1.6,10.5,-3.5,206.0329598,65.45
36000,651.75,1.6,10.5,-3.5,205.9573319,65.45
36100,651.75,1.6,10.5,-3.5,206.0677781,65.45
36200,652.25,1.6,10.5,-3.5,205.9849477,65.45
36300,655.25,1.6,10.5,-3.5,206.3502599,65.45
36400,656.75,1.6,10.5,-3.5,206.2462818,65.46
36500,653.75,1.6,10.5,-3.5,206.1959717,65.46
36600,654,1.6,10.5,-3.5,206.1554388,65.46
36700,653.25,1.6,10.5,-3.5,206.1385874,65.46
36800,647.25,1.6,10.5,-3.5,205.769465,65.46
36900,643.75,1.6,10.5,-3.5,205.727683,65.46
37000,642.75,1.6,10.5,-3.5,205.5699723,65.46
37100,644.75,1.6,10.5,-3.5,205.3280624,65.46
37200,641.25,1.6,10.5,-3.5,205.2419442,65.46
37300,640.25,1.6,10.5,-3.5,205.2510943,65.47
37400,636.75,1.6,10.5,-3.5,205.1257572,65.47
37500,636.25,1.6,10.5,-3.5,205.3119789,65.47
37600,635.75,1.6,10.5,-3.5,205.2538911,65.47
37700,633.75,1.6,10.5,-3.5,205.2018821,65.47
37800,631.25,1.6,10.5,-3.5,204.928891,65.47
37900,631.75,1.6,10.5,-3.5,204.7813845,65.47
38000,633.25,1.6,10.5,-3.5,205.0458951,65.47
38100,632.75,1.6,10.5,-3.5,205.3117517,65.48
38200,636.75,1.6,10.5,-3.5,205.3974713,65.48
38300,635.75,1.6,10.5,-3.5,205.0222938,65.48
38400,635.75,1.6,10.5,-3.5,205.1030522,65.48
38500,636.25,1.6,10.5,-3.5,205.2883511,65.48
38600,638.25,1.6,10.5,-3.5,205.4273719,65.48
38700,639.25,1.6,10.5,-3.5,205.50395,65.48
38800,636.25,1.6,10.5,-3.5,205.4291773,65.48
38900,636.75,1.6,10.5,-3.5,205.4948224,65.49
39000,632.75,1.6,10.5,-3.5,205.2332872,65.49
39100,629.25,1.6,10.5,-3.5,205.2693698,65.49
39200,629.5,1.6,10.5,-3.5,205.1339266,65.49
39300,632.75,1.6,10.5,-3.5,205.2850807,65.49
39400,633.75,1.6,10.5,-3.5,205.3247822,65.49
39500,636.75,1.6,10.5,-3.5,205.5037671,65.49
39600,640.75,1.6,10.5,-3.5,205.8842669,65.5
39700,640.25,1.6,10.5,-3.5,205.8764391,65.5
39800,641.25,1.6,10.5,-3.5,205.946015,65.5
39900,640.25,1.6,10.5,-3.5,206.0208588,65.5
40000,644.75,1.6,10.5,-3.5,206.1294024,65.5
40100,649.25,1.6,10.5,-3.5,206.1423024,65.5
40200,651.75,1.6,10.5,-3.5,206.2734811,65.5
40300,653.25,1.6,10.5,-3.5,206.3292716,65.5
40400,654.75,1.6,10.5,-3.5,206.5820349,65.5
40500,654.75,1.6,10.5,-3.5,206.5072793,65.51
40600,651.75,1.6,10.5,-3.5,206.1746861,65.51
40700,654.25,1.6,10.5,-3.5,206.308168,65.51
40800,655.25,1.6,10.5,-3.5,206.4392364,65.51
40900,651.75,1.6,10.5,-3.5,206.2572573,65.51
41000,652.75,1.6,10.5,-3.5,206.5961171,65.51
41100,647.75,1.6,10.5,-3.5,206.297652,65.51
41200,648.25,1.6,10.5,-3.5,206.3167235,65.52
41300,648.25,1.6,10.5,-3.5,206.1844227,65.52
41400,648.25,1.6,10.5,-3.5,206.1757922,65.52
41500,645.75,1.6,10.5,-3.5,205.9136686,65.52
41600,645.25,1.6,10.5,-3.5,205.9175989,65.52
41700,644.75,1.6,10.5,-3.5,206.1753068,65.52
41800,639.75,1.6,10.5,-3.5,206.1466217,65.52
41900,639.75,1.6,10.5,-3.5,206.0279077,65.52
42000,639.5,1.6,10.5,-3.5,206.0756276,65.53
42100,637.25,1.6,10.5,-3.5,205.9808963,65.53
42200,636.25,1.6,10.5,-3.5,205.9359238,65.53
42300,634.25,1.6,10.5,-3.5,205.6535309,65.53
42400,637.75,1.6,10.5,-3.5,205.8603969,65.53
42500,635.75,1.6,10.5,-3.5,205.7302254,65.53
42600,630.75,1.6,10.5,-3.5,205.456776,65.53
42700,628.25,1.6,10.5,-3.5,205.3843997,65.53
42800,627.75,1.6,10.5,-3.5,205.186403,65.54
42900,625.25,1.6,10.5,-3.5,205.0430118,65.54
43000,626.25,1.6,10.5,-3.5,205.1806523,65.54
43100,627.25,1.6,10.5,-3.5,205.3306202,65.54
43200,629.75,1.6,10.5,-3.5,205.4004231,65.54
43300,628.75,1.6,10.5,-3.5,205.1312683,65.54
43400,630.25,1.6,10.5,-3.5,205.4723339,65.54
43500,627.25,1.6,10.5,-3.5,204.8719711,65.54
43600,626.25,1.6,10.5,-3.5,204.5971016,65.54
43700,624.25,1.6,10.5,-3.5,204.8052765,65.55
43800,624.5,1.6,10.5,-3.5,204.6139133,65.55
43900,626.25,1.6,10.5,-3.5,204.6683511,65.55
44000,624.25,1.6,10.5,-3.5,204.7265505,65.55
44100,623.25,1.6,10.5,-3.5,204.9413628,65.55
44200,620.75,1.6,10.5,-3.5,204.8755424,65.55
44300,623.75,1.6,10.5,-3.5,205.0460919,65.55
44400,627.75,1.6,10.5,-3.5,205.3056199,65.56
44500,624.25,1.6,10.5,-3.5,205.1038318,65.56
44600,624.25,1.6,10.5,-3.5,205.2161971,65.56
44700,622.25,1.6,10.5,-3.5,205.1718898,65.56
44800,620.25,1.6,10.5,-3.5,204.9895522,65.56
44900,623.75,1.6,10.5,-3.5,205.2592262,65.56
45000,623.25,1.6,10.5,-3.5,205.3435417,65.56
45100,618.75,1.6,10.5,-3.5,205.230408,65.56
45200,620.25,1.6,10.5,-3.5,205.3168832,65.56
45300,615.75,1.6,10.5,-3.5,205.2017105,65.57
45400,611.75,1.6,10.5,-3.5,205.1990296,65.57
45500,611.75,1.6,10.5,-3.5,205.3521628,65.57
45600,608.25,1.6,10.5,-3.5,205.2199771,65.57
45700,608.25,1.6,10.5,-3.5,205.3778616,65.57
45800,604.25,1.6,10.5,-3.5,205.2147198,65.57
45900,607.25,1.6,10.5,-3.5,205.2868714,65.57
46000,604.75,1.6,10.5,-3.5,205.0812261,65.58
46100,607.75,1.6,10.5,-3.5,205.1299962,65.58
46200,607.75,1.6,10.5,-3.5,205.3525981,65.58
46300,607.75,1.6,10.5,-3.5,205.371872,65.58
46400,610.25,1.6,10.5,-3.5,205.3365681,65.58
46500,605.75,1.6,10.5,-3.5,205.2411504,65.58
46600,603.75,1.6,10.5,-3.5,205.0493087,65.58
46700,604,1.6,10.5,-3.5,204.9517204,65.58
46800,602.25,1.6,10.5,-3.5,204.8982652,65.58
46900,602,1.6,10.5,-3.5,204.9123144,65.59
47000,599.75,1.6,10.5,-3.5,204.9202909,65.59
47100,600.75,1.6,10.5,-3.5,205.1975212,65.59
