timestamp,MAGNIFICENT_MACARONS,TRANSPORT_FEES,EXPORT_TARIFFS,IMPORT_TARIFF,SUGAR_PRICE,SUNLIGHT_INDEX
4000,654.75,2.1,10,-3,197.9078994,55.2
4100,649.75,2.1,10,-3,197.7267691,55.2
4200,646.75,2.1,10,-3,197.5140617,55.21
4300,648.25,2.1,10,-3,197.7370195,55.22
4400,652.75,2.1,10,-3,198.1300682,55.22
4500,651.25,2.1,10,-3,198.0328116,55.22
4600,648.75,2.1,10,-3,197.9835385,55.23
4700,651.75,2.1,10,-3,198.0426404,55.24
4800,649.25,2.1,10,-3,198.0311312,55.24
4900,648.75,2.1,10,-3,198.1962438,55.24
5000,650.25,2.1,10,-3,198.5463064,55.25
5100,651.75,2.1,10,-3,198.7740048,55.26
5200,651.25,2.1,10,-3,198.8424022,55.26
5300,649.75,2.1,10,-3,198.8973777,55.26
5400,647.25,2.1,10,-3,198.7336147,55.27
5500,649.25,2.1,10,-3,198.6999058,55.28
5600,645.25,2.1,10,-3,198.5195137,55.28
5700,646.75,2.1,10,-3,198.7046312,55.28
5800,645.25,2.1,10,-3,198.5928008,55.29
5900,645.75,2.1,10,-3,198.6953928,55.3
6000,648.25,2.1,10,-3,198.8844658,55.3
6100,644.25,2.1,10,-3,198.7828907,55.3
6200,642.25,2.1,10,-3,198.6176113,55.31
6300,639.75,2.1,10,-3,198.5270389,55.32
6400,642.25,2.1,10,-3,198.9566143,55.32
6500,642.75,2.1,10,-3,198.7590122,55.32
6600,642.5,2.1,10,-3,199.1362841,55.33
6700,644.75,2.1,10,-3,199.2907488,55.34
6800,644.25,2.1,10,-3,199.2296189,55.34
6900,647.25,2.1,10,-3,199.3880121,55.34
7000,646.25,2.1,10,-3,199.1739169,55.35
7100,642.75,2.1,10,-3,199.0313137,55.36
7200,642.75,2.1,10,-3,198.9237524,55.36
7300,647.25,2.1,10,-3,199.0144076,55.36
7400,643.25,2.1,10,-3,198.8119841,55.37
7500,641.75,2.1,10,-3,198.7407841,55.38
7600,639.25,2.1,10,-3,198.5621674,55.38
7700,641.25,2.1,10,-3,198.823016,55.38
7800,643.75,2.1,10,-3,198.8346586,55.39
7900,644.25,2.1,10,-3,198.7495693,55.4
8000,645.75,2.1,10,-3,198.7053337,55.4
8100,645.75,2.1,10,-3,198.4696663,55.4
8200,643.25,2.1,10,-3,198.311118,55.41
8300,646.25,2.1,10,-3,198.5174485,55.42
8400,646.75,2.1,10,-3,198.6670245,55.42
8500,646.5,2.1,10,-3,198.4442749,55.42
8600,645.25,2.1,10,-3,198.4160903,55.43
8700,646.75,2.1,10,-3,198.458402,55.44
8800,642.75,2.1,10,-3,198.4163727,55.44
8900,644.75,2.1,10,-3,198.6590574,55.44
9000,641.25,2.1,10,-3,198.6279864,55.45
9100,644.75,2.1,10,-3,198.8582809,55.46
9200,644.25,2.1,10,-3,198.6469571,55.46
9300,647.25,2.1,10,-3,198.8440299,55.46
9400,645.25,2.1,10,-3,198.7001717,55.47
9500,642.25,2.1,10,-3,198.6722716,55.48
9600,638.75,2.1,10,-3,198.4375877,55.48
9700,639.25,2.1,10,-3,198.4531492,55.48
9800,638.75,2.1,10,-3,198.4401619,55.49
9900,641.75,2.1,10,-3,198.5943605,55.5
10000,645.25,2.1,10,-3,198.6043028,55.5
10100,645.75,2.1,10,-3,198.8595599,55.5
10200,642.25,2.1,10,-3,198.5994381,55.51
10300,644.25,2.1,10,-3,198.7983053,55.52
10400,644.5,2.1,10,-3,198.6583787,55.52
10500,644.5,2.1,10,-3,198.6162818,55.52
10600,643.75,2.1,10,-3,198.8485581,55.53
10700,642.25,2.1,10,-3,198.8296615,55.54
10800,644.75,2.1,10.5,-3,198.9245065,55.54
10900,644.75,2.1,10.5,-3,198.794079,55.54
11000,646.25,2.1,10.5,-3,198.9465959,55.55
11100,646.75,2.1,10.5,-3,199.2806863,55.56
11200,646.75,2.1,10.5,-3,199.32012,55.56
11300,646.25,2.1,10.5,-3,199.517789,55.56
11400,646.75,2.1,10.5,-3,199.4791694,55.57
11500,645.75,2.1,10.5,-3,199.4427665,55.58
11600,641.25,2.1,10.5,-3,199.0013625,55.58
11700,642.75,2.1,10.5,-3,198.7457465,55.58
11800,641.25,2.1,10.5,-3,198.5097837,55.59
11900,637.75,2.1,10.5,-3,198.1528036,55.6
12000,638.25,2.1,10.5,-3,198.3999842,55.6
12100,634.25,2.1,10.5,-3,198.2600447,55.6
12200,632.25,2.1,10.5,-3,198.1353148,55.61
12300,632.75,2.1,10.5,-3,198.2409611,55.62
12400,634.75,2.1,10.5,-3,198.2727434,55.62
12500,634.75,2.1,10.5,-3,198.2570274,55.62
12600,637.25,2.1,10.5,-3,198.4141298,55.63
12700,637.25,2.1,10.5,-3,198.691056,55.64
12800,638.25,2.1,10.5,-3,198.7303254,55.64
12900,639.75,2.1,10.5,-3,198.9325477,55.64
13000,638.75,2.1,10.5,-3,198.796519,55.65
13100,636.25,2.1,10.5,-3,198.6862058,55.66
13200,638.75,2.1,10.5,-3,198.8528902,55.66
13300,637.75,2.1,10.5,-3,199.0284498,55.66
13400,633.25,2.1,10.5,-3,198.9733025,55.67
13500,630.75,2.1,10.5,-3,198.768256,55.68
13600,629.75,2.1,10.5,-3,198.6893886,55.68
13700,627.25,2.1,10.5,-3,198.512514,55.68
13800,625.25,2.1,10.5,-3,198.4921725,55.69
13900,626.25,2.1,10.5,-3,198.495849,55.7
14000,626.25,2.1,10.5,-3,198.4280564,55.7
14100,627.25,2.1,10.5,-3,198.49997,55.7
14200,625.25,2.1,10.5,-3,198.5531517,55.71
14300,625.25,2.1,10.5,-3,198.8264714,55.72
14400,622.75,2.1,10.5,-3,198.7977468,55.72
14500,620.25,2.1,10.5,-3,198.585223,55.72
14600,617.75,2.1,10.5,-3,198.6385434,55.73
14700,615.75,2.1,10.5,-3,198.703277,55.74
14800,618.75,2.1,10.5,-3,198.873373,55.74
14900,623.25,2.1,10.5,-3,199.0736827,55.74
15000,619.25,2.1,10.5,-3,198.8524985,55.75
15100,617.75,2.1,10.5,-3,198.6531397,55.76
15200,616.75,2.1,10.5,-3,198.4334779,55.76
15300,616.75,2.1,10.5,-3,198.4519184,55.76
15400,618.25,2.1,10.5,-3,198.6409335,55.77
15500,616.25,2.1,10.5,-3,198.3354236,55.78
15600,618.25,2.1,10.5,-3,198.4524274,55.78
15700,621.25,2.1,10.5,-3,198.6190438,55.78
15800,623.75,2.1,10.5,-3,198.6601116,55.79
15900,626.75,2.1,10.5,-3,198.7733087,55.8
16000,623.75,2.1,10.5,-3,198.7728287,55.8
16100,626.75,2.1,10.5,-3,198.8770373,55.8
16200,626.75,2.1,10.5,-3,198.9072298,55.81
16300,624.25,2.1,10.5,-3,198.9322911,55.82
16400,624.25,2.1,10.5,-3,199.0081106,55.82
16500,624.75,2.1,10.5,-3,199.0090353,55.82
16600,628.25,2.1,10.5,-3,199.1058306,55.83
16700,625.75,2.1,10.5,-3,198.8290448,55.84
16800,625.5,2.1,10.5,-3,199.1325732,55.84
16900,623.75,2.1,10.5,-3,199.0136895,55.84
17000,621.75,2.1,10.5,-3,198.7790536,55.85
17100,627.25,2.1,10.5,-3,198.9150081,55.86
17200,627.75,2.1,10.5,-3,199.0278007,55.86
17300,626.25,2.1,10.5,-3,198.8034176,55.86
17400,624.75,2.1,10.5,-3,198.6888995,55.87
17500,621.75,2.1,10.5,-3,198.528446,55.88
17600,622.75,2.1,10.5,-3,198.5476532,55.88
17700,622.25,2.1,10.5,-3,198.6456387,55.88
17800,619.75,2.1,10.5,-3,198.5694361,55.89
17900,614.75,2.1,10.5,-3,198.5276356,55.9
18000,614.75,2.1,10.5,-3,198.4327344,55.9
18100,613.75,2.1,10.5,-3,198.33512,55.9
18200,614.75,2.1,10.5,-3,198.5495981,55.91
18300,612.25,2.1,10.5,-3,198.3386278,55.92
18400,611.75,2.1,10.5,-3,198.5749982,55.92
18500,611.25,2.1,10.5,-3,198.6141943,55.92
18600,610.75,2.1,10.5,-3,198.3657071,55.93
18700,610.75,2.1,10.5,-3,197.9776007,55.94
18800,607.75,2.1,10.5,-3,197.8710498,55.94
18900,610.75,2.1,10.5,-3,198.0211518,55.94
19000,611.75,2.1,10.5,-3,198.3339516,55.95
19100,613.25,2.1,10.5,-3,198.6269012,55.96
19200,613.25,2.1,10.5,-3,198.4766302,55.96
19300,614.25,2.1,10.5,-3,198.0750606,55.96
19400,609.75,2.1,10.5,-3,197.8307439,55.97
19500,610.75,2.1,10.5,-3,197.8687607,55.98
19600,608.75,2.1,10.5,-3,197.5306616,55.98
19700,610.75,2.1,10.5,-3,197.6437849,55.98
19800,614.75,2.1,10.5,-3,197.7726409,55.99
19900,614.25,2.1,10.5,-3,197.5533491,56
20000,612.25,2.1,10.5,-3,197.6864976,56
20100,610.25,2.1,10.5,-3,197.3413987,56
20200,611.25,2.1,10.5,-3,197.6788108,56.01
20300,612.25,2.1,10.5,-3,197.6443708,56.02
20400,614.75,2.1,10.5,-3,197.70255,56.02
20500,619.75,2.1,10.5,-3,197.9343411,56.02
20600,616.75,2.1,10.5,-3,197.816612,56.03
20700,617.25,2.1,10.5,-3,197.9092523,56.04
20800,616.75,2.1,10.5,-3,197.4989402,56.04
20900,618.75,2.1,10.5,-3,197.6623895,56.04
21000,618.25,2.1,10.5,-3,197.5498576,56.05
21100,618.25,2.1,10.5,-3,197.5090484,56.06
21200,621.25,2.1,10.5,-3,197.9530507,56.06
21300,625.75,2.1,10.5,-3,198.080144,56.06
21400,621.25,2.1,10.5,-3,197.8195003,56.07
21500,624.75,2.1,10.5,-3,197.9429489,56.08
21600,622.25,2.1,10.5,-3,197.8024401,56.08
21700,625.25,2.1,10.5,-3,197.8186824,56.08
21800,626.25,2.1,10.5,-3,197.964774,56.09
21900,628.75,2.1,10.5,-3,198.1642995,56.1
22000,631.75,2.1,10.5,-3,198.2658147,56.1
22100,632,2.1,10.5,-3,198.3342517,56.1
22200,634.25,2.1,10.5,-3,198.1921994,56.11
22300,632.25,2.1,10.5,-3,198.0738994,56.12
22400,631.75,2.1,10.5,-3,197.7868085,56.12
22500,636.25,2.1,10.5,-3,198.0721091,56.12
22600,633.25,2.1,10.5,-3,198.0227314,56.13
22700,631.75,2.1,10.5,-3,197.9322322,56.14
22800,631.25,2.1,10.5,-3,197.7873259,56.14
22900,628.75,2.1,10.5,-3,197.4354021,56.14
23000,629.75,2.1,10.5,-3,197.6357332,56.15
23100,625.25,2.1,10.5,-3,197.5519111,56.16
23200,624.75,2.1,10.5,-3,197.764252,56.16
23300,622.25,2.1,10.5,-3,197.5766368,56.16
23400,625.75,2.1,10.5,-3,197.7767938,56.17
23500,623.25,2.1,10.5,-3,197.7545208,56.18
23600,620.75,2.1,10.5,-3,197.6988394,56.18
23700,622.75,2.1,10.5,-3,197.8712788,56.18
23800,623.75,2.1,10.5,-3,197.9544354,56.19
23900,620.75,2.1,10.5,-3,197.9367826,56.2
24000,619.75,2.1,10.5,-3,197.9308583,56.2
24100,620.25,2.1,10.5,-3,198.2842692,56.2
24200,619.75,2.1,10.5,-3,198.0555156,56.21
24300,621.25,2.1,10,-3,198.4549328,56.22
24400,619.75,2.1,10,-3,198.3833968,56.22
24500,618.25,2.1,10,-3,198.3694942,56.22
24600,617.25,2.1,10,-3,198.3433761,56.23
24700,616.75,2.1,10,-3,198.2563467,56.24
24800,616.75,2.1,10,-3,197.8061413,56.24
24900,617.75,2.1,10,-3,197.8736708,56.24
25000,617.75,2.1,10,-3,197.6725817,56.25
25100,620.75,2.1,10,-3,197.7566021,56.26
25200,617.75,2.1,10,-3,197.6902865,56.26
25300,619.25,2.1,10,-3,197.747907,56.26
25400,618.75,2.1,10,-3,197.7179642,56.27
25500,613.25,2.1,10,-3,197.6316063,56.28
25600,613.75,2.1,10,-3,197.432835,56.28
25700,616.75,2.1,10,-3,197.4195938,56.28
25800,613.25,2.1,10,-3,197.0040417,56.29
25900,615.75,2.1,10,-3,197.0521565,56.3
26000,617.75,2.1,10,-3,197.1839834,56.3
26100,623.25,2.1,10,-3,197.3102012,56.3
26200,621.75,2.1,10,-3,197.1046334,56.31
26300,623.75,2.1,10,-3,197.2617929,56.32
26400,626.25,2.1,10,-3,197.4678236,56.32
26500,628.75,2.1,10,-3,197.5386687,56.32
26600,630.25,2.1,10,-3,197.4768572,56.33
26700,630.75,2.1,10,-3,197.5680628,56.34
26800,626.75,2.1,10,-3,197.4685872,56.34
26900,625.25,2.1,10,-3,197.4706954,56.34
27000,625.75,2.1,10,-3,197.4818873,56.35
27100,622.25,2.1,10,-3,197.194831,56.36
27200,618.75,2.1,10,-3,197.1708022,56.36
27300,620.25,2.1,10,-3,197.2967353,56.36
27400,620.75,2.1,10,-3,197.3356816,56.37
27500,620.75,2.1,10,-3,197.4071555,56.38
27600,622.25,2.1,10,-3,197.4129362,56.38
27700,628.25,2.1,10,-3,197.6713317,56.38
27800,629.25,2.1,10,-3,197.7917634,56.39
27900,630.75,2.1,10,-3,197.9890727,56.4
28000,630.75,2.1,10,-3,198.0994645,56.4
28100,631.75,2.1,10,-3,198.0990648,56.4
28200,633.25,2.1,10,-3,198.3552363,56.41
28300,631.25,2.1,10,-3,198.1921874,56.42
28400,631.25,2.1,10,-3,198.0490888,56.42
28500,631.75,2.1,10,-3,198.0230832,56.42
28600,636.75,2.1,10,-3,198.327999,56.43
28700,633.75,2.1,10,-3,198.1221247,56.44
28800,633.75,2.1,10,-3,198.0441973,56.44
28900,629.75,2.1,10,-3,198.0270706,56.44
29000,629.75,2.1,10,-3,198.122798,56.45
29100,629.75,2.1,10,-3,198.0760892,56.46
29200,633.75,2.1,10,-3,198.225056,56.46
29300,630.75,2.1,10,-3,198.1450471,56.46
29400,635.25,2.1,10,-3,198.0121608,56.47
29500,635.75,2.1,10,-3,198.0830693,56.48
29600,633.25,2.1,10,-3,197.8499104,56.48
29700,629.75,2.1,10,-3,197.7766561,56.48
29800,634.25,2.1,10,-3,198.0129567,56.49
29900,636.25,2.1,10,-3,198.0630162,56.5
30000,632.25,2.1,10,-3,197.9604094,56.5
30100,634.25,2.1,10,-3,198.1220854,56.5
30200,631.25,2.1,10,-3,197.8050264,56.51
30300,630.75,2.1,10,-3,197.7914729,56.52
30400,630.25,2.1,10,-3,197.6346773,56.52
30500,628.75,2.1,10,-3,197.594663,56.52
30600,623.25,2.1,10,-3,197.3400627,56.53
30700,624.75,2.1,10,-3,197.3342238,56.54
30800,620.25,2.1,10,-3,197.2665194,56.54
30900,622.25,2.1,10,-3,197.2858651,56.54
31000,619.25,2.1,10,-3,197.0720293,56.55
31100,619.5,2.1,10,-3,197.1358625,56.56
31200,622.75,2.1,10,-3,197.3990432,56.56
31300,621.75,2.1,10,-3,197.314172,56.56
31400,628.75,2.1,10,-3,197.5719885,56.57
31500,627.25,2.1,10,-3,197.4251968,56.58
31600,622.75,2.1,10,-3,196.9279145,56.58
31700,626.25,2.1,10,-3,197.2054184,56.58
31800,627.25,2.1,10,-3,197.447316,56.59
31900,630.25,2.1,10,-3,197.3404001,56.6
32000,628.25,2.1,10,-3,196.8969191,56.6
32100,630.25,2.1,10,-3,197.0498538,56.6
32200,634.75,2.1,10,-3,197.2107389,56.61
32300,637.25,2.1,10,-3,197.6911056,56.62
32400,636.25,2.1,10,-3,197.8103489,56.62
32500,636.75,2.1,10,-3,197.8701922,56.62
32600,637.75,2.1,10,-3,197.6305329,56.63
32700,635.25,2.1,10,-3,197.4936124,56.64
32800,635.25,2.1,10,-3,197.7582788,56.64
32900,632.75,2.1,10,-3,197.675744,56.64
33000,634.25,2.1,10,-3,197.6972667,56.65
33100,634.75,2.1,10,-3,197.9457368,56.66
33200,635.25,2.1,10,-3,198.0829649,56.66
33300,632.75,2.1,10,-3,197.9368729,56.66
33400,633,2.1,10,-3,197.6697846,56.67
33500,633,2.1,10,-3,197.6743715,56.68
33600,632.75,2.1,10,-3,197.5811895,56.68
33700,628.75,2.1,10,-3,197.4206578,56.68
33800,632.25,2.1,10,-3,197.8391864,56.69
33900,630.75,2.1,10,-3,197.9324845,56.7
34000,632.25,2.1,10,-3,198.0011515,56.7
34100,629.25,2.1,10,-3,197.7398444,56.7
34200,626.25,2.1,10,-3,197.6437867,56.71
34300,622.25,2.1,10,-3,197.2694659,56.72
34400,621.75,2.1,10,-3,197.0397949,56.72
34500,626.25,2.1,10,-3,197.176268,56.72
34600,625.25,2.1,10,-3,197.2667704,56.73
34700,625.25,2.1,10,-3,197.306774,56.74
34800,625.75,2.1,10,-3,197.1177533,56.74
34900,622.25,2.1,10,-3,196.9526984,56.74
35000,624.75,2.1,10,-3,197.0869071,56.75
35100,623.25,2.1,10,-3,196.9738494,56.76
35200,623,2.1,10,-3,197.1788023,56.76
35300,625.25,2.1,10,-3,197.3350016,56.76
35400,625.25,2.1,10,-3,197.5576257,56.77
35500,626.75,2.1,10,-3,197.7028951,56.78
35600,623.75,2.1,10,-3,197.6072033,56.78
35700,616.75,2.1,10,-3,197.4775663,56.78
35800,616.75,2.1,10,-3,197.3350225,56.79
35900,618.75,2.1,10,-3,197.5315769,56.8
36000,619.75,2.1,10,-3,197.6178353,56.8
36100,617.75,2.1,10,-3,197.4663687,56.8
36200,613.75,2.1,10,-3,197.3892336,56.81
36300,616.25,2.1,10,-3,197.4485047,56.82
36400,615.25,2.1,10,-3,197.6072844,56.82
36500,614.25,2.1,10,-3,197.5041131,56.82
36600,614.25,2.1,10,-3,197.3187779,56.83
36700,616.25,2.1,10,-3,197.4527735,56.84
36800,618.75,2.1,10,-3,197.5521064,56.84
36900,619.75,2.1,10,-3,197.5420214,56.84
37000,616.75,2.1,10,-3,197.4921864,56.85
37100,620.25,2.1,10,-3,197.5651448,56.86
37200,624.25,2.1,10,-3,197.6391609,56.86
37300,623.75,2.1,10,-3,197.4025542,56.86
37400,625.25,2.1,10,-3,197.5058003,56.87
37500,623.75,2.1,10,-3,197.3224149,56.88
37600,620.75,2.1,10,-3,197.2538381,56.88
37700,617.25,2.1,10,-3,197.1536498,56.88
37800,616.25,2.1,10,-3,197.3756421,56.89
37900,616.75,2.1,10,-3,197.4325156,56.9
38000,615.75,2.1,10,-3,197.3489179,56.9
38100,615.75,2.1,10,-3,197.4285802,56.9
38200,614.25,2.1,10,-3,197.3095325,56.91
38300,613.75,2.1,10,-3,197.5472177,56.92
38400,612.75,2.1,10,-3,197.5576046,56.92
38500,611.75,2.1,10,-3,197.6457585,56.92
38600,610.25,2.1,10,-3,197.5863352,56.93
38700,609.25,2.1,10,-3,197.4698834,56.94
38800,610.75,2.1,10,-3,197.6320573,56.94
38900,609.75,2.1,10,-3,197.6165895,56.94
39000,606.25,2.1,10,-3,197.3951131,56.95
39100,606.5,2.1,10,-3,197.4249896,56.96
39200,608.25,2.1,10,-3,197.1908035,56.96
39300,608.25,2.1,10,-3,196.9625972,56.96
39400,606.25,2.1,10,-3,196.8051949,56.97
39500,606.25,2.1,10,-3,196.5946871,56.98
39600,604.75,2.1,10,-3,196.6063379,56.98
39700,602.25,2.1,10,-3,196.4875265,56.98
39800,599.75,2.1,10,-3,196.4059745,56.99
39900,597.25,2.1,10,-3,196.380246,57
40000,598.75,2.1,10,-3,196.3807537,57
40100,596.75,2.1,10,-3,196.3980048,57
40200,594.25,2.1,10,-3,196.4755271,57.01
40300,593.25,2.1,10,-3,196.1560026,57.02
40400,597.25,2.1,10,-3,196.2831692,57.02
40500,593.25,2.1,10,-3,196.1167627,57.02
40600,593.75,2.1,10,-3,196.1453839,57.03
40700,590.75,2.1,10,-3,195.732912,57.04
40800,591.75,2.1,10,-3,195.6655264,57.04
40900,591.75,2.1,10,-3,195.5352515,57.04
41000,590.25,2.1,10,-3,195.6244809,57.05
41100,594.75,2.1,10,-3,195.9232583,57.06
41200,595.75,2.1,10,-3,196.1829727,57.06
41300,597.75,2.1,10,-3,196.4154263,57.06
41400,596.75,2.1,10,-3,196.5040593,57.07
41500,594.25,2.1,10,-3,196.4060798,57.08
41600,596.25,2.1,10,-3,196.3997577,57.08
41700,599.25,2.1,10,-3,196.6441179,57.08
41800,597.25,2.1,10,-3,196.4372622,57.09
41900,599.25,2.1,10,-3,196.5273317,57.1
42000,597.25,2.1,10,-3,196.4489258,57.1
42100,598.75,2.1,10,-3,196.4741652,57.1
42200,601.75,2.1,10,-3,196.5487992,57.11
42300,603.75,2.1,10,-3,196.2683638,57.12
42400,606.75,2.1,10,-3,196.6303864,57.12
42500,607.75,2.1,10,-3,196.9712286,57.12
42600,610.75,2.1,10,-3,197.1012559,57.13
42700,609.25,2.1,10,-3,196.9547554,57.14
42800,609.25,2.1,10,-3,197.3350015,57.14
42900,609.25,2.1,10,-3,197.3369783,57.14
43000,605.25,2.1,10,-3,197.125258,57.15
43100,608.25,2.1,10,-3,197.348448,57.16
43200,606.75,2.1,10,-3,197.6567002,57.16
43300,603.75,2.1,10,-3,197.3599714,57.16
43400,603.75,2.1,10,-3,197.4712239,57.17
43500,606.75,2.1,10,-3,197.7039276,57.18
43600,599.25,2.1,10,-3,197.5169788,57.18
43700,597.75,2.1,10,-3,197.4731254,57.18
43800,596.25,2.1,10,-3,197.2529925,57.19
43900,596.75,2.1,10,-3,197.4692827,57.2
44000,593.25,2.1,10,-3,197.2679287,57.2
44100,593.75,2.1,10,-3,197.097455,57.2
44200,590.75,2.1,10,-3,197.0745184,57.21
44300,591.25,2.1,10,-3,197.3312699,57.22
44400,592.25,2.1,10,-3,197.347539,57.22
44500,590.25,2.1,10,-3,196.9959774,57.22
44600,585.75,2.1,10,-3,196.829405,57.23
44700,585.75,2.1,10,-3,196.9538179,57.24
44800,584.75,2.1,10,-3,197.1156349,57.24
44900,586.25,2.1,10,-3,197.1699566,57.24
45000,584.75,2.1,10,-3,196.9040496,57.25
45100,582.75,2.1,10,-3,196.6429899,57.26
45200,585.75,2.1,10,-3,196.6611156,57.26
45300,585.75,2.1,10,-3,196.9228194,57.26
45400,586.25,2.1,10,-3,196.928266,57.27
45500,589.25,2.1,10,-3,197.0308081,57.28
45600,589.75,2.1,10,-3,196.9036732,57.28
45700,587.75,2.1,10,-3,196.8866536,57.28
45800,583.75,2.1,10,-3,196.7788539,57.29
45900,585.75,2.1,10,-3,196.7547894,57.3
46000,583.25,2.1,10,-3,196.7148429,57.3
46100,583.75,2.1,10,-3,196.7134301,57.3
46200,584.25,2.1,10,-3,196.8564848,57.31
46300,583.25,2.1,10,-3,196.7684619,57.32
46400,582.25,2.1,10,-3,196.8274957,57.32
46500,582.75,2.1,10,-3,196.5880807,57.32
46600,587.75,2.1,10,-3,196.7410445,57.33
46700,588,2.1,10,-3,196.7274535,57.34
46800,585.75,2.1,10,-3,196.9500095,57.34
46900,587.75,2.1,10,-3,196.9774004,57.34
47000,588.75,2.1,10,-3,196.9093904,57.35
47100,588.25,2.1,10,-3,197.0064902,57.36
47200,590.25,2.1,10,-3,196.9733805,57.36
47300,592.75,2.1,10,-3,197.0213405,57.36
47400,593.25,2.1,10,-3,197.0638428,57.37
47500,589.25,2.1,10,-3,196.8868271,57.38
47600,587.75,2.1,10,-3,196.650311,57.38
47700,584.75,2.1,10,-3,196.5698264,57.38
47800,588.25,2.1,10,-3,196.7581772,57.39
47900,588,2.1,10,-3,196.9464624,57.4
48000,588.75,2.1,10,-3,196.749026,57.4
48100,594.25,2.1,10,-3,196.9620748,57.4
48200,592.25,2.1,10,-3,197.2538182,57.41
48300,588.75,2.1,10,-3,197.0979949,57.42
48400,589.25,2.1,10,-3,197.0052092,57.42
48500,590.25,2.1,10,-3,197.0330783,57.42
48600,589.25,2.1,10,-3,196.6995587,57.43
48700,594.75,2.1,10,-3,196.8980278,57.44
48800,593.75,2.1,10,-3,196.8054151,57.44
48900,592.25,2.1,10,-3,196.6285592,57.44
49000,593.25,2.1,10,-3,196.7582742,57.45
49100,591.75,2.1,10,-3,196.7611012,57.46
49200,590.75,2.1,10,-3,196.7029785,57.46
49300,593.75,2.1,10,-3,196.7823757,57.46
49400,592.75,2.1,10,-3,196.7466922,57.47
49500,591.75,2.1,10,-3,196.5616921,57.48
49600,595.25,2.1,10,-3,196.855626,57.48
49700,591.25,2.1,10,-3,196.6267814,57.48
49800,587.25,2.1,10,-3,196.4575602,57.49
49900,586.25,2.1,10,-3,196.3994245,57.5
50000,583.75,2.1,10,-3,196.2845072,57.5
50100,583.25,2.1,10,-3,196.1865038,57.5
50200,584.75,2.1,10,-3,196.2846679,57.51
50300,582.25,2.1,10,-3,196.0926432,57.52
50400,582.75,2.1,10,-3,196.370658,57.52
50500,582.75,2.1,10,-3,196.2263257,57.52
50600,583.75,2.1,10,-3,196.2295334,57.53
50700,587.25,2.1,10,-3,196.5133172,57.54
50800,587.25,2.1,10,-3,196.5890008,57.54
50900,589.25,2.1,10,-3,196.430741,57.54
51000,592.75,2.1,10,-3,196.8650574,57.55
51100,588.75,2.1,10,-3,196.6690417,57.56
51200,588.25,2.1,10,-3,196.7237501,57.56
51300,588,2.1,10,-3,197.1134514,57.56
51400,592.75,2.1,10,-3,197.4177038,57.57
51500,591.25,2.1,10,-3,197.2755139,57.58
51600,587.75,2.1,10,-3,196.8843477,57.58
51700,588.25,2.1,10,-3,197.0785711,57.58
51800,588.75,2,10,-3,197.0673264,57.59
51900,587.25,2,10,-3,196.8515895,57.6
52000,589.75,2,10,-3,197.1386198,57.6
52100,592.75,2,10,-3,197.2492402,57.6
52200,592.75,2,10,-3,197.3820853,57.61
52300,592.75,2,10,-3,197.2884055,57.62
52400,592.75,2,10,-3,197.3070253,57.62
